,text
6973,"['sahiwal', 'walo', 'ko', 'corruption', 'bhi', 'qabool', 'hai', 'mehengai', 'bhi', 'jahils']"
6974,"['shame', 'on', 'lahori', 'in', 'ppz', 'i', 'hope', 'mehengai', 'damns', 'u']"
6975,"['aur', 'bina', 'wajah', 'koi', 'bjp', 'ki', 'anti', 'nehi', 'ho', 'raha', 'haisabne', 'atal', 'ji', 'pe', 'biswas', 'karte', 'huye', 'unko', 'vote', 'kiya', 'tha', 'ka', 'gas', 'aur', 'dane', 'dane', 'pe', 'tax', 'k', 'liye', 'nehiberozgari', 'aur', 'mehengai', 'compete', 'kar', 'rahi', 'hai', 'k', 'kaun', 'kisse', 'sage', 'nikle', 'aiseme', 'birodh', 'birodh', 'hi', 'karte', 'hai', 'jo', 'sachche', 'buddhiman', 'insaan']"
6976,"['to', 'waqaiee', 'aap', 'noon', 'league', 'ki', 'mehengai', 'se', 'khush', 'hain', 'wow']"
6977,"['zara', 'tou', 'sharam', 'karen', 'salon', 'se', 'pehle', 'saal', 'hukoomat', 'mein', 'reh', 'kar', 'jo', 'taalian', 'peet', 'rahay', 'thay', 'uss', 'k', 'baray', 'mein', 'kiya', 'kahen', 'ge', 'na', 'gas', 'na', 'bijlimehengai', 'alag', 'thi', 'sirf', 'saalon', 'ko', 'compare', 'kar', 'rahay', 'ho', 'dua', 'hai', 'k', 'makafat', 'amal', 'ka', 'samna', 'aapko', 'jald', 'karna', 'paray']"
6978,"['kaam', 'ki', 'baat', 'mat', 'karo', 'bas', 'ye', 'mandir', 'ghume', 'wo', 'mandir', 'ghume', 'isi', 'ke', 'pm', 'banaye', 'the', 'kyaa', 'aam', 'janta', 'ko', 'kya', 'mil', 'raha', 'mehengai', 'aur', 'berojagaari', 'ke', 'alawa', 'chai', 'wala', 'chai', 'ki', 'tapri', 'tak', 'hi', 'thik', 'hai']"
6979,"['agr', 'ye', 'dhandli', 'ki', 'paida', 'war', 'na', 'hote', 'tw', 'evm', 'machine', 'ko', 'kbhi', 'khatam', 'na', 'krte', 'dhandli', 'krni', 'thi', 'isi', 'liye', 'aaye', 'tw', 'mehengai', 'ka', 'bolke', 'the', 'lkin', 'aate', 'hi', 'phle', 'evm', 'machine', 'ko', 'khatam', 'kiya', 'in', 'dhandli', 'ki', 'paidawaro', 'ne']"
6980,"['april', 'ky', 'bad', 'maheno', 'ki', 'karkardagi', 'zara', 'dikhaey', 'js', 'mae', 'mehengai', 'ne', 'awam', 'ka', 'kachumar', 'nikal', 'dea', 'hae']"
6981,"['rupiya', 'gir', 'ker', 'per', 'pahucha', 'economy', 'duniya', 'me', 'se', 'no', 'per', 'pahuchi', 'vayapar', 'ghata', 'badta', 'ja', 'rha', 'hai', 'vedeshi', 'mudra', 'bhandar', 'lagatar', 'ghat', 'rha', 'hai', 'mehengai', 'lagatar', 'bad', 'rhi', 'hai', 'industrial', 'production', 'ghat', 'rhi', 'hai', 'jobs', 'lagatar', 'ja', 'rhi', 'hai', 'jo', 'lakin', 'ye', 'economy', 'me', 'boom', 'hai']"
6983,"['itni', 'mehengai', 'mein', 'kaun', 'chilling', 'ki', 'batien', 'kar', 'raha', 'hai']"
6984,"['aap', 'abhineta', 'bne', 'rahiye', 'neta', 'giri', 'krke', 'ghatiya', 'insan', 'banne', 'ki', 'zrurt', 'nhi', 'pehle', 'mehengai', 'aur', 'petrol', 'aapko', 'mehenga', 'lgta', 'tha', 'ab', 'kuch', 'bolne', 'ki', 'himmat', 'nhi', 'hoti']"
6985,"['jai', 'shri', 'ram', 'bolne', 'se', 'hum', 'hindu', 'logo', 'ko', 'hamare', 'bharat', 'may', 'mehngai', 'se', 'mukthi', 'milegi', 'agar', 'hindu', 'mehengai', 'se', 'mar', 'raha', 'hai', 'toh', 'uska', 'zimmedar', 'kon']"
6986,"['pdm', 'ne', 'urdu', 'dictionary', 'men', 'b', 'islahat', 'ki', 'hen', 'chor', 'ka', 'matlab', 'nek', 'corruption', 'ka', 'khidmat', 'ghulami', 'ka', 'hubul', 'watni', 'mehengai', 'ka', 'mushkil', 'faisle', 'or', 'in', 'sare', 'matlab', 'ka', 'ak', 'matlab', 'neutralarmy', 'cheif', 'jo', 'imran', 'khan', 'n', 'dia']"
6987,"['pdm', 'ne', 'urdu', 'dictionary', 'men', 'b', 'islahat', 'ki', 'hen', 'chor', 'ka', 'matlab', 'nek', 'corruption', 'ka', 'khidmat', 'ghulami', 'ka', 'hubul', 'watni', 'mehengai', 'ka', 'mushkil', 'faisle', 'or', 'in', 'sare', 'matlab', 'ka', 'ak', 'matlab', 'neutralarmy', 'cheif', 'jo', 'imran', 'khan', 'n', 'dia']"
6988,"['pdm', 'ne', 'urdu', 'dictionary', 'men', 'b', 'islahat', 'ki', 'hen', 'chor', 'ka', 'matlab', 'nek', 'corruption', 'ka', 'khidmat', 'ghulami', 'ka', 'hubul', 'watni', 'mehengai', 'ka', 'mushkil', 'faisle', 'or', 'in', 'sare', 'matlab', 'ka', 'ak', 'matlab', 'neutralarmy', 'cheif', 'jo', 'imran', 'khan', 'n', 'dia']"
6989,"['pdm', 'ne', 'urdu', 'dictionary', 'men', 'b', 'islahat', 'ki', 'hen', 'chor', 'ka', 'matlab', 'nek', 'corruption', 'ka', 'khidmat', 'ghulami', 'ka', 'hubul', 'watni', 'mehengai', 'ka', 'mushkil', 'faisle', 'or', 'in', 'sare', 'matlab', 'ka', 'ak', 'matlab', 'neutralarmy', 'cheif', 'jo', 'imran', 'khan', 'n', 'dia']"
6990,"['jab', 'tak', 'char', 'biwi', 'chalis', 'bachhe', 'ban', 'nahi', 'honge', 'tab', 'tak', 'mehengai', 'aur', 'berojgari', 'ban', 'hona', 'sambhav', 'nahi', 'hai']"
6991,"['mehengai', 'berojgari', 'sadko', 'ka', 'bura', 'haal', 'ye', 'nahi', 'dikhta', 'kisi', 'ko', 'roj', 'ka', 'ghar', 'ka', 'kharcha', 'he', 'kon', 'dega', 'news', 'paper', 'ki', 'raddi', 'bechkar', 'to', 'milega', 'nahi']"
6992,"['modi', 'ka', 'nakamiyat', 'aise', 'chupa', 'nehi', 'sakte', 'rubikades', 'me', 'mehengai', 'bekari', 'samet', 'jat', 'dharm', 'ke', 'nam', 'hatya', 'e', 'chal', 'rahe', 'hayqye', 'sajis', 'sarkar', 'ka', 'hay', 'or', 'ap', 'apne', 'ap', 'is', 'sajis', 'ka', 'hissa', 'bane', 'hoor', 'majburi', 'me', 'bane', 'ho', 'pata', 'nehilekin', 'janta', 'ka', 'ghrina', 'ke', 'liye', 'sabko', 'biokul', 'taiyar', 'rahena', 'chahiye']"
6993,"['is', 'madam', 'ko', 'pakistan', 'srilanka', 'sab', 'jagah', 'ka', 'mehengai', 'dikhta', 'he', 'india', 'ka', 'mehengai', 'nahi', 'dikhti']"
6994,"['m', 'just', 'saying', 'amount', 'badha', 'dete', 'mehengai', 'ko', 'dekhte', 'hue', 'you', 'see']"
6995,"['man', 'vegetables', 'and', 'fruits', 'have', 'become', 'so', 'costly', 'have', 'no', 'idea', 'how', 'people', 'are', 'managing', 'their', 'households', 'with', 'so', 'much', 'mehengai']"
6996,"['mehengai', 'hy', 'usy', 'kum', 'q', 'nai', 'krty', 'mirasiyon', 'k', 'bachon', 'election', 'k', 'lye', 'ktny', 'mazeed', 'churan', 'bechoge']"
6997,"['mujhe', 'lagta', 'hai', 'mehengai', 'yaha', 'jitni', 'to', 'nahi', 'hai', 'lekin', 'yaha', 'bhi', 'tezi', 'se', 'badh', 'rahi', 'hai', 'aap', 'logo', 'se', 'jaida', 'yaha', 'ki', 'chinta', 'honi', 'chahiye']"
6998,"['rupaye', 'ka', 'bhav', 'aur', 'mehengai', 'ko', 'bhi', 'dikhado']"
6999,"['free', 'ke', 'adhikari', 'toh', 'bharast', 'neta', 'aur', 'bade', 'officer', 'hai', 'jo', 'janta', 'ke', 'tex', 'par', 'mauj', 'karte', 'hai', 'modi', 'ji', 'toh', 'sadhu', 'ka', 'sant', 'ka', 'jeevan', 'jeete', 'hai', 'aur', 'khaali', 'jhola', 'lekar', 'chalte', 'hai', 'wah', 'ji', 'wah', 'janta', 'ka', 'looto', 'aur', 'janta', 'ko', 'mehengai', 'ki', 'maat', 'do', 'koi', 'thodi', 'si', 'raahat', 'de', 'toh', 'use', 'free', 'ki', 'rewari', 'bolo']"
7000,"['mehengai', 'berojgaaripar', 'bhi', 'press', 'conference', 'kar', 'dijiye', 'badi', 'meherbaani', 'hogi', 'logo', 'ko', 'bjp', 'ko', 'acchi', 'tarah', 'se', 'pehchaan', 'paane', 'me', 'aashaani', 'hogi']"
7001,"['mehengai', 'maar', 'gayi', 'mudi', 'mast', 'rejine']"
7002,"['girls', 'be', 'like', 'boyfriends', 'rakhne', 'padhte', 'hain', 'mehengai', 'dekh', 'rahay', 'ho', 'aasmaan', 'ko', 'cho', 'rahi', 'hai']"
7003,"['if', 'inflation', 'reduces', 'tesla', 'car', 'price', 'can', 'come', 'down', 'musk', 'mehangai', 'kahan', 'kahan', 'aasman', 'choo', 'rahi', 'hai', 'pata', 'bhi', 'hai', 'ya', 'tere', 'ghar', 'ki', 'chhat', 'nichi', 'hai', 'aur', 'use', 'mehangai', 'choo', 'gayi', 'bajuwale', 'do', 'desh', 'ka', 'haal', 'dekh', 'aur', 'unhe', 'puch', 'mehengai', 'kise', 'kehte', 'hai']"
7004,"['aap', 'mehengai', 'badhane', 'pe', 'dhyan', 'do', 'kaha', 'in', 'sab', 'baato', 'me', 'fase', 'ho']"
7005,"['arrrrrey', 'sir', 'aadhe', 'mein', 'chhod', 'diya', 'dollar', 'videshi', 'karz', 'mehengai', 'berojgari', 'par', 'bhi', 'thoda', 'bol', 'dete', 'to', 'pc', 'complete', 'ho', 'jati']"
7006,"['itni', 'mehengai', 'hogai', 'hai', 'k', 'log', 'ab', 'bid', 'mein', 'akela', 'kaaju', 'bhi', 'nahi', 'daalte']"
7007,"['mehengai', 'py', 'leja', 'kr', 'is', 'tarhan', 'k', 'dramy', 'amazing']"
7008,"['zzz', 'mc', 'bc', 'bol', 'raha', 'zzz', 'mehengai', 'woh', 'cylinder', 'bai']"
7009,"['ap', 'hise', 'ki', 'bat', 'karte', 'he', 'shayad', 'abi', 'bi', 'ap', 'andi', 'duniya', 'me', 'ho', 'deko', 'mehengai', 'ka', 'rookh', 'kis', 'taraf', 'bart', 'raha', 'he', 'ap', 'socho', 'hazar', 'kamane', 'wale', 'kis', 'hal', 'se', 'guzar', 'rahe', 'he', 'ap', 'ko', 'pata', 'he', 'ap', 'kisi', 'ghareeb', 'k', 'gar', 'gay', 'he', 'kabi', 'kabi', 'apne', 'deka', 'he', 'wo', 'kis', 'hal', 'me', 'honge', 'petrol', 'deko', 'kaha', 'gaya', 'age', 'ap', 'samje']"
7010,"['rupe', 'm', 'chalw', 'rupe', 'm', 'chalw', 'ab', 'is', 'mehengai', 'rupe', 'm', 'kn', 'bexhara', 'gharib', 'nai', 'jayega']"
7011,"['dont', 'be', 'ek', 'hi', 'thaali', 'k', 'chatte', 'batte', 'ji', 'mokaa', 'milaa', 'hai', 'saal', 'aur', 'hai', 'chunaav', 'ko', 'kuch', 'to', 'esa', 'kro', 'middle', 'class', 'k', 'liye', 'kuch', 'to', 'revolution', 'laao', 'we', 'need', 'a', 'good', 'finance', 'minister', 'who', 'know', 'economy', 'who', 'is', 'master', 'in', 'economy', 'agar', 'ese', 'hi', 'mehengai', 'rahi']"
7012,"['g', 'ab', 'sarkar', 'kon', 'h', 'ab', 'to', 'aap', 'hi', 'h', 'na', 'sarkar', 'to', 'aap', 'jb', 'gujrat', 'k', 'mukhymantri', 'the', 'tb', 'to', 'aap', 'khe', 'rhe', 'the', 'ki', 'mehengai', 'badh', 'rhi', 'h', 'sarkar', 'ko', 'adm', 'uthana', 'chaiye', 'to', 'ab', 'uthaiye', 'kdm']"
7013,"['g', 'ab', 'sarkar', 'kon', 'h', 'ab', 'to', 'aap', 'hi', 'h', 'na', 'sarkar', 'to', 'aap', 'jb', 'gujrat', 'k', 'mukhymantri', 'the', 'tb', 'to', 'aap', 'khe', 'rhe', 'the', 'ki', 'mehengai', 'badh', 'rhi', 'h', 'sarkar', 'ko', 'adm', 'uthana', 'chaiye', 'to', 'ab', 'uthaiye', 'kdm']"
7014,"['pk', 'ma', 'hr', 'qism', 'ki', 'shetaniat', 'chahy', 'pk', 'k', 'andr', 'sy', 'ho', 'ya', 'bahar', 'sy', 'ka', 'mqsad', 'upr', 'byan', 'krda', 'goal', 'hi', 'hn', 'lisani', 'n', 'firqawrana', 'fightsislam', 'k', 'nam', 'pr', 'dehshtgrdiliberal', 'syasatcurruption', 'qrzy', 'mehengaiun', 'us', 'fatf', 'ki', 'shartenmedia', 'fahashipk', 'india', 'clash', 'sb', 'ye', 'goals', 'achieve', 'krny', 'k', 'lya', 'hoty']"
7015,"['atom', 'bomb', 'khtm', 'hindu', 'mulhid', 'blasphamous', 'liberal', 'naked', 'adulterer', 'western', 'culture', 'aam', 'krna', 'inky', 'lya', 'ye', 'tool', 'use', 'ho', 'rhy', 'hn', 'politician', 'journalist', 'lisaniat', 'islam', 'k', 'nam', 'pr', 'deshatgarid', 'n', 'firqawariat', 'qrzy', 'mehengai', 'un', 'fatf', 'ki', 'sharten', 'halat', 'ki', 'kharabi', 'media', 'fahashi', 'pk', 'india', 'war']"
7016,"['lrkiyo', 'ko', 'to', 'mehengai', 'se', 'koi', 'farq', 'bhi', 'nhi', 'parta', 'boyfriend', 'banalengi', 'to', 'wo', 'sara', 'kharcha', 'utha', 'lengay', 'aur', 'hum', 'lrkay', 'kidhr', 'jayee']"
7017,"['lrkiyo', 'ko', 'to', 'mehengai', 'se', 'koi', 'farq', 'bhi', 'nhi', 'parta', 'boyfriend', 'banalengi', 'to', 'wo', 'sara', 'kharcha', 'utha', 'lengay', 'aur', 'hum', 'lrkay']"
7018,"['gas', 'ka', 'jo', 'price', 'se', 'aam', 'log', 'jalna', 'v', 'afford', 'nehi', 'kar', 'payengemehengai', 'ka', 'ye', 'alam', 'hai', 'barnol', 'v', 'mehenga', 'hoga', 'ab', 'desh', 'ki', 'sampatti', 'bechne', 'ka', 'hunar', 'sabko', 'thodi', 'na', 'ata', 'haiaur', 'rahi', 'baat', 'ki', 'to', 'agr', 'pehle', 'sehi', 'evm', 'setting', 'karke', 'rakha', 'hai', 'to', 'sare', 'milenge', 'isme', 'konsi', 'bari', 'baat', 'hai']"
7019,"['me', 'awam', 'se', 'appeal', 'kerta', 'hun', 'bus', 'ker', 'dein', 'mehengai', 'ka', 'rona', 'dhonakyun', 'nani', 'ko', 'depression', 'se', 'marne', 'per', 'tule', 'hue', 'hain', 'ap', 'us', 'ne', 'sona', 'band', 'ker', 'daina', 'hai']"
7021,"['mehengai', 'ka', 'bill', 'phatega', 'toh', 'kay', 'naam']"
7022,"['ha', 'bhai', 'mai', 'to', 'pappu', 'vinchi', 'ka', 'fan', 'hoon', 'agasta', 'scam', 'se', 'paisa', 'kamata', 'hoon', 'night', 'club', 'me', 'jata', 'hoon', 'aur', 'mehengai', 'dhundta', 'hoon']"
7023,"['ha', 'yehi', 'jariya', 'hay', 'rss', 'ka', 'vakt', 'ke', 'josh', 'me', 'rakhne', 'ke', 'liyeye', 'naya', 'nehi', 'hay', 'khyar', 'me', 'batau', 'na', 'hindu', 'khatre', 'me', 'na', 'musalman', 'khatre', 'me', 'haykhatre', 'me', 'hay', 'des', 'ka', 'janta', 'jise', 'ka', 'gas', 'oor', 'tabor', 'tor', 'mehengai', 'sahan', 'rahe', 'khyar', 'ye', 'sab', 'bakwaz', 'apne', 'paas', 'rakhiye']"
7024,"['ab', 'main', 'aap', 'ko', 'samjhata', 'hun', 'agar', 'muslim', 'se', 'behas', 'hui', 'toh', 'normal', 'jhagada', 'hoga', 'aur', 'agar', 'hindu', 'se', 'hua', 'toh', 'pehle', 'marke', 'aapse', 'jai', 'shree', 'ram', 'bulwaya', 'jayega', 'aur', 'agar', 'aap', 'bol', 'bhi', 'denge', 'toh', 'aas', 'pados', 'ke', 'kuch', 'aur', 'mehengai', 'se', 'frustrated', 'log', 'aake', 'aap', 'ko', 'maar', 'daalenge']"
7025,"['pm', 'ke', 'liee', 'kiaaa', 'bole', 'tum', 'hi', 'bata', 'do', 'rupya', 'gir', 'raha', 'hai', 'berozgari', 'badh', 'rahi', 'hai', 'doller', 'rupee', 'ho', 'ho', 'gaya', 'mehengai', 'badh', 'rahi', 'hai', 'gst', 'badh', 'rahi', 'hai', 'sir', 'dharm', 'ke', 'naam', 'par', 'debate', 'hoti', 'hai', 'par', 'berozgari', 'par', 'kab', 'hogi', 'jab', 'congress', 'satta', 'mai', 'thi', 'to', 'puri', 'dunia', 'ke', 'cylander', 'chillati']"
7026,"['this', 'election', 'of', 'july', 'is', 'ghairatmand', 'azaadi', 'pasand', 'awaam', 'against', 'dons', 'sicilianmafia', 'corrupts', 'amp', 'corruption', 'mehengai', 'looters', 'dacoits', 'conventional', 'so', 'called', 'politicians', 'liars']"
7027,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7028,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7029,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7030,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7031,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7032,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7033,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7034,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7035,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7036,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7037,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7038,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'not']"
7039,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'not']"
7040,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7041,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7042,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'not']"
7043,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7044,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7045,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7046,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7047,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
7048,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'not']"
7049,"['elections', 'vote', 'to', 'imran', 'khan', 'stamp', 'on', 'bat', 'every', 'anti', 'corruption', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'mehengai', 'say', 'preshan', 'will', 'vote', 'to', 'pti', 'every', 'samajhdaar', 'will', 'vote', 'amp', 'stamp', 'on', 'bat', 'every', 'ghairatmand', 'azaadi', 'pasand', 'pakistani', 'will', 'vote', 'amp', 'stamp', 'on', 'bat']"
